# fluera llm-ratings v1 lang=en
# Model-estimated concreteness (1-5) + age-of-acquisition (years).
# Original generated data — NOT the Brysbaert/Kuperman empirical
# datasets. See assets/dictionaries/LICENSE.md.
# word\tconcrete\taoa
aims	2.10	10.00
ain't	1.40	5.00
air	3.90	3.80
airborne	3.10	12.00
aircraft	4.50	7.50
aired	2.60	10.00
aires	3.40	12.00
airing	2.30	12.00
airline	3.80	9.00
airlines	3.80	8.50
airplane	4.70	5.00
airplanes	4.70	5.00
airport	4.40	6.00
airports	4.10	7.00
airs	2.40	9.00
airways	3.30	10.00
aisle	4.10	8.00
ajax	3.10	12.00
aka	1.50	11.00
akin	1.60	13.00
ala	2.20	11.00
alabama	3.40	9.00
alan	3.40	7.00
alarm	3.70	6.00
alarmed	2.20	9.00
alarming	2.10	10.00
alarms	3.60	7.00
alas	1.60	12.00
alaska	4.20	8.50
albany	3.20	10.00
albeit	1.40	13.00
albert	3.10	7.00
alberta	3.50	11.00
alberto	3.30	10.00
album	3.40	6.00
albums	4.10	8.00
albuquerque	3.50	12.00
alcohol	3.90	11.00
alcoholic	3.20	11.00
ale	4.40	11.00
alec	3.60	9.00
aleppo	3.50	13.00
alert	2.20	9.00
alerts	2.60	9.50
alex	3.40	5.00
alexa	3.40	10.00
alexander	3.40	8.00
alexandra	3.50	7.50
alexandria	3.10	11.00
alexis	3.50	8.00
alfred	3.40	9.00
algae	4.30	9.50
algebra	2.30	11.00
algeria	3.20	11.00
algorithm	2.40	14.00
algorithms	2.20	14.00
ali	3.10	6.00
alice	3.10	5.00
alicia	3.60	8.00
alien	3.40	7.00
aliens	3.60	7.00
align	2.20	12.00
aligned	2.10	11.00
alignment	2.00	12.00
alike	1.90	7.50
alison	2.50	7.00
alive	2.40	5.00
all	1.45	3.00
allah	2.80	8.00
allan	2.50	7.00
allegation	1.90	13.00
allegations	1.80	13.00
alleged	1.80	13.00
allegedly	1.80	13.00
allegiance	1.90	12.00
alleging	1.90	13.00
allen	3.40	8.00
allergic	2.20	9.00
allergies	3.00	10.00
allergy	2.90	10.00
alleviate	1.90	13.00
alley	3.90	7.00
alliance	2.10	12.00
alliances	2.00	12.00
allied	2.40	11.00
allies	2.70	11.00
allison	2.50	7.00
allocated	2.20	13.00
allocation	1.80	13.00
allow	1.70	5.50
allowance	2.70	9.00
allowed	1.70	5.00
allowing	1.60	8.50
allows	1.80	8.50
alloy	3.50	13.00
ally	2.60	9.50
alma	2.80	10.00
almighty	1.80	10.00
almond	4.70	6.50
almost	1.40	4.00
alone	2.00	4.50
along	1.70	4.00
alongside	1.90	10.00
alonso	3.30	11.00
alot	1.50	8.00
aloud	2.20	7.00
alpha	2.70	11.00
alphabet	3.40	5.00
alpine	3.40	11.00
alps	3.90	9.00
already	1.40	3.90
alright	1.40	6.00
also	1.20	4.00
alt	2.40	11.00
altar	3.90	9.00
alter	1.80	12.00
alterations	2.50	11.00
altered	1.80	11.00
altering	1.90	12.00
alternate	2.00	10.50
alternating	2.20	11.00
alternative	1.60	11.00
alternatively	1.40	12.00
alternatives	1.70	11.00
although	1.25	6.00
altitude	3.00	11.00
altogether	1.50	10.00
aluminium	4.20	9.00
aluminum	4.20	10.00
alumni	3.10	13.00
always	1.30	3.70
am	1.30	3.00
ama	2.50	11.00
amanda	3.40	6.00
amateur	2.40	12.00
amazed	1.80	7.00
amazing	1.80	5.00
amazingly	1.70	9.00
amazon	3.40	9.00
ambassador	3.10	13.00
ambassadors	3.30	11.50
amber	3.60	8.00
ambient	2.40	13.00
ambiguous	1.50	14.00
ambition	1.70	11.00
ambitions	1.70	11.00
ambitious	1.90	11.00
ambulance	4.70	5.00
ambush	3.10	10.00
amd	3.00	13.00
amelia	3.50	7.00
amen	2.20	8.00
amend	2.00	12.00
amended	1.80	13.00
amendment	2.10	13.00
amendments	1.80	13.00
amenities	2.90	12.50
america	2.80	5.50
american	2.40	5.50
americans	3.10	7.00
americas	3.10	10.00
amid	1.60	12.00
amidst	1.60	12.00
amino	3.00	13.00
ammo	3.60	10.00
ammunition	3.80	11.00
amnesty	2.10	14.00
among	1.40	5.50
amongst	1.50	10.00
amos	3.20	11.00
amount	2.00	6.00
amounted	1.90	10.00
amounts	2.10	9.00
amp	3.20	11.00
ample	1.90	12.00
amsterdam	4.00	10.00
amused	2.10	8.00
amusement	2.40	9.00
amusing	1.70	9.00
amy	3.10	5.00
an	1.20	3.50
ana	3.30	6.00
anal	3.40	13.00
analog	2.80	13.00
analogy	1.80	13.00
analysed	1.90	11.00
analyses	1.70	13.00
analysis	1.80	12.00
analyst	3.10	13.00
analysts	3.00	13.00
analytical	1.80	13.00
analytics	2.10	14.00
analyze	2.10	11.00
analyzed	2.00	11.00
analyzing	1.90	12.00
anarchy	2.10	13.00
anatomy	3.10	12.00
ancestor	2.90	10.00
ancestors	3.00	9.00
ancestry	2.30	11.00
anchor	4.30	8.00
ancient	2.70	9.00
and	1.15	2.80
anderson	3.40	9.00
andre	3.30	8.00
andrea	3.30	7.00
andreas	3.20	10.00
andrew	3.30	5.00
andrews	3.20	9.00
android	3.40	10.00
andy	3.40	6.00
ang	2.60	10.00
angel	3.20	6.00
angela	3.40	6.00
angeles	3.30	8.00
angelina	3.30	10.00
angelo	3.50	8.50
angels	3.30	6.00
anger	2.30	7.00
angle	3.10	9.00
angles	3.00	8.00
anglo	2.20	13.00
angry	2.70	4.50
angular	2.70	11.00
angus	3.50	10.00
animal	4.60	4.00
animals	4.60	4.00
animated	2.70	9.00
animation	3.30	9.00
anime	3.40	11.00
anita	3.60	9.00
ankle	4.70	6.00
ankles	4.40	6.00
ann	3.40	5.00
anna	3.40	5.00
anne	3.00	5.00
annex	3.00	13.00
annexed	2.70	13.00
annie	3.30	6.00
anniversary	2.40	8.00
announce	2.20	9.00
announced	1.90	9.00
announcement	2.30	9.00
announcements	2.30	10.00
announcer	3.30	9.00
announces	2.10	8.00
announcing	2.30	8.00
annoyed	1.90	7.00
annoying	1.90	7.00
annual	1.70	11.00
annually	1.80	11.00
anonymous	2.20	11.50
another	1.50	3.80
answer	2.10	4.50
answered	2.40	5.00
answering	2.30	6.00
answers	2.30	6.00
ant	4.90	3.00
antarctic	3.70	9.50
antarctica	3.80	9.00
antenna	4.20	9.00
anterior	2.90	13.00
anthem	2.90	10.00
anthology	2.70	13.00
anthony	3.40	7.00
anthropology	2.10	14.00
anti	1.60	8.00
antibiotic	3.30	11.00
antibiotics	3.50	12.00
antibodies	3.20	13.00
anticipate	1.70	12.00
anticipated	1.60	11.00
anticipation	1.70	12.00
antique	3.80	10.00
antiques	3.70	10.00
anton	2.80	9.00
antonio	3.30	8.00
ants	4.80	4.00
anxiety	2.00	11.00
anxious	2.30	9.00
any	1.40	3.50
anybody	1.70	6.00
anyhow	1.60	8.00
anymore	1.40	7.00
anyone	1.80	4.00
anything	1.50	3.80
anytime	1.80	7.00
anyway	1.30	7.00
anyways	1.40	8.00
anywhere	1.50	6.00
apache	3.40	10.00
apart	1.80	7.00
apartheid	2.00	14.00
apartment	4.40	7.00
apartments	4.30	7.00
ape	4.40	5.00
apex	2.80	13.00
api	2.60	14.00
apocalypse	2.40	13.00
apollo	3.30	11.00
apologies	1.90	8.00
apologise	1.90	9.00
apologize	1.90	7.50
apologized	1.90	9.00
apology	2.00	9.00
app	3.40	10.00
apparatus	3.10	13.00
apparel	3.60	12.00
apparent	1.70	11.00
apparently	1.30	10.00
appeal	2.00	11.00
appealed	2.10	11.00
appealing	1.90	11.00
appeals	2.10	11.00
appear	2.00	8.00
appearance	2.10	9.00
appearances	2.40	9.00
appeared	1.90	7.00
appearing	2.50	8.00
appears	1.80	8.00
appendix	3.60	11.00
appetite	2.70	9.00
applause	3.40	8.00
apple	4.90	3.00
apples	4.90	3.00
appliances	4.30	9.00
applicable	1.60	12.50
applicant	2.70	13.00
applicants	2.70	13.00
application	2.40	11.00
applications	2.30	11.00
applied	2.00	9.50
applies	1.80	10.00
apply	1.80	8.00
applying	2.10	10.00
appoint	2.00	12.00
appointed	2.00	11.00
appointment	2.40	10.00
appointments	2.60	10.00
appreciate	1.50	8.00
appreciated	1.80	8.50
appreciation	1.70	10.00
apprentice	3.10	11.00
approach	2.00	10.00
approached	2.80	8.00
approaches	2.20	9.00
approaching	2.80	8.00
appropriate	1.70	10.50
appropriately	1.60	12.00
approval	1.90	11.00
approve	1.80	10.00
approved	1.90	10.00
approx	2.10	12.00
approximate	2.00	12.00
approximately	1.50	11.50
apps	3.40	9.00
apr	2.40	9.00
april	2.50	4.50
apt	1.80	13.00
aquarium	4.50	6.50
aquatic	3.40	10.00
arab	3.10	10.00
arabia	3.80	10.00
arabian	3.20	10.00
arabic	3.10	10.00
arabs	3.00	10.00
arbitrary	1.70	13.00
arbitration	1.80	14.00
arbor	3.40	12.00
arc	3.30	10.00
arcade	3.90	8.00
arch	3.90	9.00
archaeological	3.10	13.00
archaeology	2.80	13.00
archbishop	3.40	12.00
archer	3.50	8.00
archie	2.80	8.00
architect	4.20	9.00
architects	3.30	11.00
architectural	2.70	13.00
architecture	3.40	12.00
archive	3.30	11.00
archives	3.20	11.00
arctic	3.70	9.00
are	1.20	3.00
area	2.60	5.00
areas	2.40	6.00
aren't	1.40	3.50
arena	3.80	9.00
arent	1.80	7.00
argentina	3.50	10.00
argentine	2.80	12.00
arguably	1.40	13.00
argue	2.00	8.00
argued	1.80	10.00
argues	1.60	10.00
arguing	2.40	7.00
argument	2.00	8.50
arguments	2.00	9.00
ari	3.40	8.50
ariel	3.40	7.00
arise	1.80	10.00
arises	1.70	12.00
arising	1.60	11.00
arizona	3.90	9.00
ark	3.90	8.00
arkansas	3.70	10.00
arlington	3.40	12.00
arm	4.80	3.50
armed	3.10	9.00
armenia	3.40	12.00
armenian	2.90	12.00
armies	3.40	9.00
armor	4.30	7.00
armored	3.70	10.00
armour	4.10	9.00
arms	4.70	3.50
armstrong	3.20	9.00
army	3.40	5.50
arnold	3.40	9.00
arose	1.80	10.00
around	1.90	3.50
arrange	2.00	9.00
arranged	2.30	9.00
arrangement	2.30	10.00
arrangements	2.20	10.00
arranging	2.60	8.50
array	2.60	11.00
arrest	2.70	9.00
arrested	2.70	9.00
arresting	2.80	9.00
arrests	2.80	10.00
arrival	2.50	9.00
arrivals	2.90	9.00
arrive	2.50	7.00
arrived	2.20	6.00
arrives	2.70	6.50
arriving	2.80	7.00
arrogance	2.00	11.50
arrogant	2.10	11.00
arrow	4.60	5.50
arrows	4.40	5.00
arse	3.30	10.00
arsenal	3.70	11.00
art	3.40	5.00
artery	3.80	12.00
arthritis	3.30	12.00
arthur	3.40	7.00
article	2.80	7.00
articles	2.80	10.00
articulate	2.10	13.00
artifacts	3.70	12.00
artificial	2.60	11.00
artillery	3.80	11.00
artist	3.50	7.00
artistic	2.60	10.00
artists	3.30	8.00
arts	2.50	8.00
artwork	3.80	9.00
as	1.20	3.50
asap	1.90	12.00
asbestos	4.10	13.00
ash	4.30	7.00
ashamed	1.80	9.00
ashes	3.90	8.00
ashley	3.30	6.00
ashore	3.10	9.50
ashton	3.40	9.00
asia	3.90	8.00
asian	3.00	8.00
aside	1.70	8.00
ask	2.00	3.40
asked	1.80	3.80
asking	2.10	5.00
asks	2.30	5.00
asleep	2.80	5.00
aspect	1.60	12.00
aspects	1.70	11.00
asphalt	4.40	10.00
aspirations	1.60	13.00
aspiring	1.90	12.00
ass	4.30	6.00
assad	3.60	13.00
assassin	3.30	12.00
assassination	3.00	13.00
assault	2.60	12.00
assaulted	2.20	11.00
assaults	2.60	11.00
assemble	2.70	10.00
assembled	2.90	10.00
assemblies	2.60	11.00
assembly	2.70	10.50
assert	1.70	13.00
asserted	1.70	13.00
assertion	1.70	14.00
asses	3.40	9.00
assess	1.70	12.00
assessed	1.90	11.00
assessing	1.80	12.00
assessment	2.00	12.00
assessments	1.80	11.00
asset	2.20	12.00
assets	2.30	12.00
asshole	2.80	13.00
assholes	2.80	11.00
assign	2.10	11.00
assigned	1.90	11.00
assignment	2.60	9.00
assignments	2.90	10.00
assist	1.80	10.00
assistance	2.00	10.50
assistant	3.20	10.00
assistants	3.60	9.00
assisted	2.10	10.00
assisting	1.70	10.00
assists	2.10	9.00
associate	1.90	12.00
associated	1.50	11.00
associates	2.40	11.00
association	2.10	8.50
associations	1.80	12.00
assume	1.50	10.00
assumed	1.50	11.00
assumes	1.40	11.00
assuming	1.70	10.00
assumption	1.60	12.00
assumptions	1.70	12.00
assurance	1.60	12.00
assure	1.70	11.00
assured	1.70	11.00
asteroid	4.10	9.00
asthma	3.20	10.00
aston	3.60	11.00
astonishing	1.80	12.00
astronaut	4.40	6.00
astronomical	2.40	12.00
astronomy	2.70	12.00
asylum	2.70	13.00
at	1.30	3.00
ate	3.10	4.00
atheist	2.30	13.00
athens	3.50	9.00
athlete	4.10	8.00
athletes	3.80	9.00
athletic	2.90	9.00
athletics	3.10	9.00
atlanta	3.90	9.00
atlantic	3.40	9.00
atlas	3.70	9.00
atleast	1.70	8.00
atm	3.90	10.00
atmosphere	2.70	11.00
atmospheric	2.90	12.00
atom	3.40	10.00
atomic	3.00	11.00
atoms	3.30	10.00
atop	2.60	11.00
atp	2.80	14.00
atrocities	2.40	12.00
attach	2.50	8.00
attached	2.50	8.00
attachment	2.80	11.00
attack	2.70	5.50
attacked	2.70	7.50
attacker	3.10	10.00
attackers	3.00	9.00
attacking	2.90	7.00
attacks	2.80	8.00
attain	1.60	13.00
attained	1.60	13.00
attempt	1.70	9.00
attempted	1.80	9.00
attempting	2.00	9.00
attempts	1.90	9.00
attend	2.10	9.00
attendance	2.50	10.00
attendant	3.40	11.00
attended	2.20	9.00
attendees	3.10	12.00
attending	2.40	9.00
attends	2.10	8.00
attention	2.10	6.50
attic	4.30	8.00
attire	3.30	11.00
attitude	1.90	10.00
attitudes	1.70	11.00
attorney	3.40	12.00
attorneys	3.40	13.00
attract	2.10	9.00
attracted	2.20	9.00
attracting	2.10	10.00
attraction	2.40	9.50
attractions	3.00	10.00
attractive	2.20	9.50
attracts	2.10	9.00
attribute	1.70	12.00
attributed	1.60	13.00
attributes	2.00	12.00
auburn	3.30	11.00
auckland	3.50	11.00
auction	3.10	10.00
audi	4.00	11.00
audience	3.40	8.00
audiences	3.00	11.00
audio	3.20	9.00
audit	2.40	13.00
audition	2.70	11.00
auditor	3.10	13.00
auditorium	4.10	9.00
audrey	3.50	7.00
aug	2.40	7.00
augmented	2.10	13.00
august	2.50	4.50
augusta	3.00	11.00
augustine	3.20	13.00
aunt	4.40	4.00
aura	2.40	11.50
aurora	3.40	11.00
aus	2.30	11.00
aussie	3.10	8.50
austin	3.80	9.00
australia	3.20	5.50
australian	3.00	8.00
australians	3.40	9.00
austria	3.80	10.00
austrian	2.60	11.00
authentic	1.80	12.00
authenticity	1.50	14.00
author	3.20	9.00
authored	2.10	12.00
authorised	1.90	13.00
authoritarian	1.80	15.00
authorities	2.40	11.00
authority	1.70	11.00
authorization	1.80	13.00
authorized	1.90	12.00
authors	3.10	9.00
autism	2.80	13.00
auto	3.90	7.00
autobiography	2.70	13.00
autograph	3.40	9.00
automated	2.40	12.00
automatic	2.50	10.00
automatically	1.70	10.50
automation	2.20	13.00
automobile	4.20	9.00
automobiles	4.30	8.00
automotive	3.00	13.00
autonomous	2.30	13.00
autonomy	1.90	13.00
autopsy	3.50	13.00
autumn	3.60	6.00
auxiliary	2.10	13.00
ava	3.20	8.00
avail	1.60	13.00
availability	1.80	11.50
available	1.70	7.00
avalanche	3.80	9.00
avatar	3.10	12.00
ave	3.40	9.00
avengers	3.10	9.00
avenue	3.70	8.00
avenues	3.40	10.00
average	1.90	7.00
averaged	2.10	11.00
averages	2.20	11.00
averaging	2.00	11.00
avery	2.80	9.00
aviation	3.40	11.00
avid	1.90	13.00
aviv	3.40	13.00
avoid	1.70	8.00
avoidance	1.80	12.00
avoided	1.70	8.00
avoiding	1.70	8.00
avoids	1.90	8.00
await	2.10	11.00
awaited	1.80	11.00
awaiting	1.80	8.00
awaits	2.10	9.50
awake	2.90	5.00
awakening	2.10	11.00
award	2.70	9.00
awarded	2.10	10.00
awards	2.80	9.00
aware	1.50	9.00
awareness	1.60	12.00
away	1.90	3.30
awe	1.60	10.00
awesome	1.70	6.00
awful	2.00	6.00
awhile	1.80	8.00
awkward	2.10	9.00
aww	1.70	5.00
axe	4.60	6.00
axis	2.90	11.00
axle	4.10	11.00
aye	1.90	8.00
azerbaijan	3.30	13.00
baba	2.40	6.00
babe	3.60	4.50
babies	4.70	3.00
baby	4.50	3.00
babylon	3.40	11.00
bach	3.40	11.00
bachelor	3.20	12.00
back	2.60	3.20
backbone	3.90	9.00
backdrop	3.20	12.00
backed	2.50	8.00
background	2.40	9.00
backgrounds	2.50	8.00
backing	2.30	10.00
backlash	1.90	13.00
backpack	4.60	5.00
backs	3.60	5.50
backstage	3.40	10.00
backup	2.60	11.00
backward	2.40	7.00
backwards	2.40	6.00
backyard	4.30	5.00
bacon	4.80	4.50
bacteria	3.70	9.50
bacterial	3.00	12.00
bad	2.10	3.20
badass	2.30	11.00
baden	3.30	12.00
badge	4.30	7.00
badger	4.40	7.00
badges	4.10	7.00
badly	1.80	7.00
bae	2.40	13.00
bag	4.80	3.50
baggage	4.20	8.00
baghdad	3.80	12.00
bags	4.50	4.00
bahamas	3.60	11.00
bahrain	3.10	13.00
bail	2.60	12.00
bailey	3.40	9.00
bait	3.90	8.00
bake	3.40	6.00
baked	3.40	6.00
baker	3.50	6.00
bakery	4.40	6.00
baking	3.40	6.00
balance	2.50	8.00
balanced	2.40	8.50
balances	2.40	10.00
balancing	2.40	8.00
balcony	4.40	7.00
bald	3.80	6.00
baldwin	2.60	9.00
bale	3.60	10.00
bali	3.50	11.00
ball	4.80	2.80
ballet	3.80	8.00
ballistic	2.80	13.00
balloon	4.80	4.00
balloons	4.90	4.00
ballot	3.70	12.00
ballots	3.60	13.00
ballroom	4.10	8.00
balls	4.70	3.50
baltic	3.10	12.00
baltimore	3.40	9.00
bam	2.00	7.00
bamboo	4.70	8.00
ban	2.10	9.50
banana	4.90	3.00
bananas	4.90	4.00
band	3.70	6.00
bands	3.40	7.00
bandwidth	2.40	13.00
bang	3.50	4.00
bangalore	3.50	12.00
banging	3.30	6.00
bangkok	3.60	11.00
bangladesh	3.50	11.00
bank	3.80	5.50
banker	3.50	9.00
bankers	3.40	10.00
banking	2.60	12.00
bankrupt	2.30	12.00
bankruptcy	2.20	13.00
banks	3.80	7.00
banned	2.00	10.00
banner	4.10	8.00
banners	4.10	9.00
banning	1.80	10.00
banquet	4.00	11.00
bans	2.30	9.00
banter	2.20	12.00
baptism	3.10	10.00
baptist	3.00	11.00
bar	4.30	7.00
barack	3.30	12.00
barbados	3.50	11.00
barbara	3.10	6.00
barbecue	4.30	7.00
barber	4.10	6.00
barbie	4.30	5.00
barcelona	3.50	10.00
bare	3.40	6.50
barely	1.40	8.50
bargain	2.50	10.00
bargaining	2.00	13.00
barge	3.90	10.00
bark	4.30	5.00
barker	2.50	10.00
barking	3.40	5.00
barley	4.40	8.00
barn	4.60	5.00
barnes	3.20	10.00
barney	3.50	5.50
baron	3.30	11.00
barracks	4.00	11.00
barred	2.60	10.00
barrel	4.70	7.00
barrels	4.40	8.00
barrett	3.60	10.00
barrier	3.60	8.50
barriers	3.30	10.00
